console_display,full_title,total_search_results,tune_title,tune_slug,composer,meter,incipit,key,place_of_origin,copyright,num_hymnals,midi_url,recording_url,pdf_url,hymnary_url
GodoftheAgesHand,"God of the Ages, Whose Almighty Hand",10,WALTHAM,waltham_albert,Heinrich Albert (1643),8.7.8.7.7.7,12351 76567 12321,A Major/F Major/G Major,,Public Domain,151,https://hymnary.org/media/fetch/83589,https://hymnary.org/media/fetch/182830,https://hymnary.org/media/fetch/83590,https://hymnary.org/tune/waltham_albert
GodoftheAgesHand,"God of the Ages, Whose Almighty Hand",10,JEFFERSON (Southern Harmony),jefferson_southern_harmony,,8.7.8.7 D,11757 13212 11754,a minor or modal,United States,Public Domain,30,https://hymnary.org/media/fetch/84048,https://hymnary.org/media/fetch/90859,https://hymnary.org/media/fetch/190598,https://hymnary.org/tune/jefferson_southern_harmony
God Rest YouMerry,"God Rest You Merry, Gentlemen",3,GOD REST YOU MERRY,god_rest_you_merry,,8.6.8.6.8.6 with refrain,11554 32171 23451,d minor,,Public Domain,100,https://hymnary.org/media/fetch/82784,https://hymnary.org/media/fetch/223224,https://hymnary.org/media/fetch/82785,https://hymnary.org/tune/god_rest_you_merry
God Rest YouMerry,"God Rest You Merry, Gentlemen",3,ST. PHILIPS,st_philips_redner,Lewis H. Redner (1865),,13343 45566 53212,,,Public Domain,6,,,,https://hymnary.org/tune/st_philips_redner
God Rest YouMerry,"God Rest You Merry, Gentlemen",3,GOD REST YE MERRY (CORNISH),god_rest_ye_merry_cornish,,,11654 32165 17711,D Major,,Public Domain,3,https://hymnary.org/media/fetch/159159,,,https://hymnary.org/tune/god_rest_ye_merry_cornish
GodTake Careof You,God Will Take Care of You,10,PASSION CHORALE (Hassler),passion_chorale_hassler,Hans Leo Hassler (1601),7.6.7.6 D,51765 45233 221,a minor,,Public Domain,598,https://hymnary.org/media/fetch/80244,https://hymnary.org/media/fetch/222220,https://hymnary.org/media/fetch/80245,https://hymnary.org/tune/passion_chorale_hassler
GodTake Careof You,God Will Take Care of You,10,GOD CARES (Martin),god_cares_martin,W. Stillman Martin (1905),8.6.8.6 with refrain,34451 23215 76465,B♭ Major,,Public Domain,368,https://hymnary.org/media/fetch/80557,https://hymnary.org/media/fetch/222356,https://hymnary.org/media/fetch/80558,https://hymnary.org/tune/god_cares_martin
GodTake Careof You,God Will Take Care of You,10,NEUMARK,neumark_neumark,Georg Neumark (1657),9.8.9.8.8.8,51232 12757 77651,a minor or modal,,Public Domain,283,https://hymnary.org/media/fetch/80515,https://hymnary.org/media/fetch/222236,https://hymnary.org/media/fetch/80516,https://hymnary.org/tune/neumark_neumark
GodTake Careof You,God Will Take Care of You,10,DOWNS (Mason),downs_mason,Lowell Mason (1832),8.6.8.6,13565 54356 15451,D Major,,Public Domain,265,https://hymnary.org/media/fetch/82146,https://hymnary.org/media/fetch/222481,https://hymnary.org/media/fetch/82147,https://hymnary.org/tune/downs_mason
GodTake Careof You,God Will Take Care of You,10,IN BABILONE,in_babilone,,8.7.8.7 D,17651 21231 43232,G Major,Netherlands,Public Domain,217,https://hymnary.org/media/fetch/82304,https://hymnary.org/media/fetch/199141,https://hymnary.org/media/fetch/82305,https://hymnary.org/tune/in_babilone
GodHidden Majesty,God with Hidden Majesty,10,EVAN (Havergal),evan_havergal,W. H. Havergal (1847),8.6.8.6,55132 16555 13125,A♭ Major,,Public Domain,848,https://hymnary.org/media/fetch/81174,https://hymnary.org/media/fetch/222538,https://hymnary.org/media/fetch/81175,https://hymnary.org/tune/evan_havergal
GodHidden Majesty,God with Hidden Majesty,10,ADORO TE DEVOTE (Plainsong),adoro_te_devote_plainsong,,6.5.6.5 D,13555 65432 11135,D Major,,Public Domain,113,https://hymnary.org/media/fetch/83607,https://hymnary.org/media/fetch/205272,https://hymnary.org/media/fetch/83608,https://hymnary.org/tune/adoro_te_devote_plainsong
GodHidden Majesty,God with Hidden Majesty,10,BYEFIELD,byefield_hastings,Thomas Hastings (1840),8.6.8.6,33333 44321 1232,F Major,,Public Domain,72,https://hymnary.org/media/fetch/190641,,https://hymnary.org/media/fetch/190639,https://hymnary.org/tune/byefield_hastings
GodHidden Majesty,God with Hidden Majesty,10,MERTON (Jewson),merton_jewson,James P. Jewson,8.6.8.6,12354 32333 34322,E♭ Major,,Public Domain,18,,,,https://hymnary.org/tune/merton_jewson
GodHidden Majesty,God with Hidden Majesty,10,LINDNER,lindner_young,Carlton R. Young (1990),5.5.10.6.5.10,43216 44523 45671,D♭ Major,,© 1990 Hope Publishing Company,3,,https://hymnary.org/media/fetch/150297,,https://hymnary.org/tune/lindner_young
GoodChristianMen,"Good Christian Men, Rejoice",10,DUNDEE (Ravenscroft),dundee_ravenscroft,,8.6.8.6,13451 23432 11715,E♭ Major,,Public Domain,940,https://hymnary.org/media/fetch/81085,https://hymnary.org/media/fetch/222233,https://hymnary.org/media/fetch/81086,https://hymnary.org/tune/dundee_ravenscroft
GoodChristianMen,"Good Christian Men, Rejoice",10,TRURO (Williams),truro_williams,Charles Burney,8.8.8.8,13455 67151 54321,C Major/E♭ Major,,Public Domain,574,https://hymnary.org/media/fetch/82648,https://hymnary.org/media/fetch/222380,https://hymnary.org/media/fetch/82649,https://hymnary.org/tune/truro_williams
GoodChristianMen,"Good Christian Men, Rejoice",10,VICTORY (Palestrina),victory_palestrina,Giovanni Pierluigi da Palestrina (1591),8.8.8.4 with alleluias,55565 54353 33333,A♭ Major,,Public Domain,412,https://hymnary.org/media/fetch/81908,https://hymnary.org/media/fetch/222222,https://hymnary.org/media/fetch/81909,https://hymnary.org/tune/victory_palestrina
GoodChristianMen,"Good Christian Men, Rejoice",10,LUTHER'S HYMN,luthers_hymn_luther_11321,Joseph Klug (1535),8.7.8.7.8.8.7,11321 22313 45321,A Major/G Major,,Public Domain,383,https://hymnary.org/media/fetch/81607,https://hymnary.org/media/fetch/180463,https://hymnary.org/media/fetch/81608,https://hymnary.org/tune/luthers_hymn_luther_11321
GoodChristianMen,"Good Christian Men, Rejoice",10,KREMSER,kremser,,12.11.12.11,55653 45432 31556,B♭ Major/C Major/D Major,Netherlands,Public Domain,354,https://hymnary.org/media/fetch/80000,https://hymnary.org/media/fetch/222200,https://hymnary.org/media/fetch/80001,https://hymnary.org/tune/kremser
Great Thy Faithful,Great Is Thy Faithfulness,10,CLEANSING FOUNTAIN (13565),cleansing_fountain_13565,,8.6.8.6 D,13565 11651 35565,B♭ Major,,Public Domain,832,https://hymnary.org/media/fetch/80251,https://hymnary.org/media/fetch/222410,https://hymnary.org/media/fetch/80252,https://hymnary.org/tune/cleansing_fountain_13565
Great Thy Faithful,Great Is Thy Faithfulness,10,HENDON (Malan),hendon_malan,César Malan (1827),7.7.7.7.7,11151 35433 33242,F Major,,Public Domain,821,https://hymnary.org/media/fetch/80125,https://hymnary.org/media/fetch/222207,https://hymnary.org/media/fetch/80126,https://hymnary.org/tune/hendon_malan
Great Thy Faithful,Great Is Thy Faithfulness,10,EIN FESTE BURG,ein_feste_burg_luther,Martin Luther (1529),8.7.8.7.6.6.6.6.7,11156 71765 17656,C Major/D Major,Germany,Public Domain,743,https://hymnary.org/media/fetch/80063,https://hymnary.org/media/fetch/222239,https://hymnary.org/media/fetch/80064,https://hymnary.org/tune/ein_feste_burg_luther
Great Thy Faithful,Great Is Thy Faithfulness,10,VILLE DU HAVRE,ville_du_havre_bliss,P. P. Bliss (1876),11.8.11.9 with refrain,55433 23465 43517,C Major,,Public Domain,415,https://hymnary.org/media/fetch/80836,https://hymnary.org/media/fetch/222249,https://hymnary.org/media/fetch/80837,https://hymnary.org/tune/ville_du_havre_bliss
Great Thy Faithful,Great Is Thy Faithfulness,10,SCHUMANN (51567),schumann_masonwebb,,6.6.8.6,51567 11432 11771,A♭ Major,,Public Domain,379,https://hymnary.org/media/fetch/82228,https://hymnary.org/media/fetch/205781,https://hymnary.org/media/fetch/82229,https://hymnary.org/tune/schumann_masonwebb
GuideGratJehovah,"Guide Me, O Thou Great Jehovah",10,ZION (Hastings),zion_hastings,Thomas Hastings (1830),8.7.8.7.4.7,55531 56511 22171,D Major,,Public Domain,763,https://hymnary.org/media/fetch/81273,https://hymnary.org/media/fetch/88759,https://hymnary.org/media/fetch/81274,https://hymnary.org/tune/zion_hastings
GuideGratJehovah,"Guide Me, O Thou Great Jehovah",10,CWM RHONDDA,cwm_rhondda_hughes,John Hughes (1907),8.7.8.7.8.7.7,56511 71232 31643,G Major,Wales,Public Domain,360,https://hymnary.org/media/fetch/80512,https://hymnary.org/media/fetch/222257,https://hymnary.org/media/fetch/80513,https://hymnary.org/tune/cwm_rhondda_hughes
GuideGratJehovah,"Guide Me, O Thou Great Jehovah",10,ST. THOMAS (Wade),st_thomas_wade,,8.7.8.7.8.7,12312 34365 43221,D Major,,Public Domain,221,https://hymnary.org/media/fetch/81590,https://hymnary.org/media/fetch/222435,https://hymnary.org/media/fetch/81591,https://hymnary.org/tune/st_thomas_wade
GuideGratJehovah,"Guide Me, O Thou Great Jehovah",10,DISMISSAL (Viner),dismissal_viner,William Litton Viner (1845),8.7.8.7.8.7,17653 61653 32162,A♭ Major/B♭ Major,,Public Domain,175,https://hymnary.org/media/fetch/83631,https://hymnary.org/media/fetch/182062,https://hymnary.org/media/fetch/83632,https://hymnary.org/tune/dismissal_viner
GuideGratJehovah,"Guide Me, O Thou Great Jehovah",10,STANLEY (Abt),stanley_abt,Franz Abt,7s. D.,34513 21765 17654,B♭ Major,,Public Domain,50,https://hymnary.org/media/fetch/204626,,,https://hymnary.org/tune/stanley_abt
HarkHeraldAngels,Hark! The Herald Angels Sing,10,MENDELSSOHN (51171),mendelssohn_mendelssohn,Felix Mendelssohn-Bartholdy (1840),7.7.7.7,51171 33255 54323,F Major/G Major or modal,,Public Domain,741,https://hymnary.org/media/fetch/80187,https://hymnary.org/media/fetch/222385,https://hymnary.org/media/fetch/80188,https://hymnary.org/tune/mendelssohn_mendelssohn
HarkHeraldAngels,Hark! The Herald Angels Sing,10,ALETTA,aletta_bradbury,William B. Bradbury (1860),7.7.7.7,35122 21233 51222,F Major,,Public Domain,257,https://hymnary.org/media/fetch/80348,https://hymnary.org/media/fetch/180346,https://hymnary.org/media/fetch/80349,https://hymnary.org/tune/aletta_bradbury
HarkHeraldAngels,Hark! The Herald Angels Sing,10,PILGRIMS (Smart),pilgrims_smart,Henry Thomas Smart (1868),11.10.11.10 with refrain,35432 12343 25176,D Major,,Public Domain,238,https://hymnary.org/media/fetch/81988,https://hymnary.org/media/fetch/180383,https://hymnary.org/media/fetch/81989,https://hymnary.org/tune/pilgrims_smart
HarkHeraldAngels,Hark! The Herald Angels Sing,10,JUDAS MACCABEUS,judas_maccabeus_handel_53451,George Frideric Handel (1748),5.5.6.5.6.5.6.5. with refrain,53451 23454 32345,D Major,Germany,Public Domain,164,https://hymnary.org/media/fetch/82820,https://hymnary.org/media/fetch/222163,https://hymnary.org/media/fetch/82821,https://hymnary.org/tune/judas_maccabeus_handel_53451
HarkHeraldAngels,Hark! The Herald Angels Sing,10,WE'LL WALK IN THE LIGHT,well_walk_in_the_light_elderkin,,7.7.7.7.9.10.10.7,35533 21333 6532,E♭ Major,,Public Domain,98,https://hymnary.org/media/fetch/149703,https://hymnary.org/media/fetch/152031,https://hymnary.org/media/fetch/156755,https://hymnary.org/tune/well_walk_in_the_light_elderkin
HerelAmLord,Here I Am Lord,10,HYFRYDOL,hyfrydol_prichard,Rowland H. Prichard (1830),8.7.8.7 D,12123 43212 54332,A♭ Major,Wales,Public Domain,646,https://hymnary.org/media/fetch/79990,https://hymnary.org/media/fetch/222245,https://hymnary.org/media/fetch/79991,https://hymnary.org/tune/hyfrydol_prichard
HerelAmLord,Here I Am Lord,10,[I am coming to the cross] (Fischer),i_am_coming_to_the_cross_fischer,William G. Fischer (1869),7.7.7.7,51312 31345 65321,G Major,,Public Domain,514,https://hymnary.org/media/fetch/82298,,https://hymnary.org/media/fetch/82299,https://hymnary.org/tune/i_am_coming_to_the_cross_fischer
HerelAmLord,Here I Am Lord,10,HUDSON (Hudson 13213),hudson_hudson_13213,R. E. Hudson (1885),8.6.8.6 D,13213 54356 54321,E♭ Major,,Public Domain,446,https://hymnary.org/media/fetch/80397,https://hymnary.org/media/fetch/199170,https://hymnary.org/media/fetch/80398,https://hymnary.org/tune/hudson_hudson_13213
HerelAmLord,Here I Am Lord,10,LAND OF REST (American),land_of_rest_american,W. S. Turner (1866),8.6.8.6,51123 51165 51123,F Major,United States,Public Domain,197,https://hymnary.org/media/fetch/81215,https://hymnary.org/media/fetch/199092,https://hymnary.org/media/fetch/81216,https://hymnary.org/tune/land_of_rest_american
HerelAmLord,Here I Am Lord,10,"[I am a stranger here, within a foreign land] (Cassel)",i_am_a_stranger_here_within_a_fo_cassel,Flora H. Cassel (1902),12.12.12.8 with refrain,56133 33214 44432,E Major,,Public Domain,157,https://hymnary.org/media/fetch/89047,https://hymnary.org/media/fetch/180270,https://hymnary.org/media/fetch/89049,https://hymnary.org/tune/i_am_a_stranger_here_within_a_fo_cassel
HolyGod PraiseNam,"Holy God, We Praise Your Name",10,ST. LOUIS (Redner),st_louis_redner,Lewis H. Redner (1868),8.6.8.6,33323 54621 712,F Major/G Major or modal,,Public Domain,519,https://hymnary.org/media/fetch/80196,https://hymnary.org/media/fetch/222384,https://hymnary.org/media/fetch/80197,https://hymnary.org/tune/st_louis_redner
HolyGod PraiseNam,"Holy God, We Praise Your Name",10,MARYTON,maryton_smith,Henry Percy Smith (1874),8.8.8.8,33343 22255 43117,D Major,,Public Domain,496,https://hymnary.org/media/fetch/80620,https://hymnary.org/media/fetch/199230,https://hymnary.org/media/fetch/80621,https://hymnary.org/tune/maryton_smith
HolyGod PraiseNam,"Holy God, We Praise Your Name",10,WINCHESTER OLD,winchester_old_kirbye,,8.6.8.6,13321 44323 55453,F Major,,Public Domain,381,https://hymnary.org/media/fetch/80223,https://hymnary.org/media/fetch/222196,https://hymnary.org/media/fetch/80224,https://hymnary.org/tune/winchester_old_kirbye
HolyGod PraiseNam,"Holy God, We Praise Your Name",10,KREMSER,kremser,,12.11.12.11,55653 45432 31556,B♭ Major/C Major/D Major,Netherlands,Public Domain,354,https://hymnary.org/media/fetch/80000,https://hymnary.org/media/fetch/222200,https://hymnary.org/media/fetch/80001,https://hymnary.org/tune/kremser
HolyGod PraiseNam,"Holy God, We Praise Your Name",10,GROSSER GOTT (11171),grosser_gott_11171,,7.8.7.8.7.7,11171 23213 33235,F Major,,Public Domain,252,https://hymnary.org/media/fetch/81544,https://hymnary.org/media/fetch/222350,https://hymnary.org/media/fetch/81545,https://hymnary.org/tune/grosser_gott_11171
Holy Spirit Truth,"Holy Spirit, Truth Divine",10,MERCY (Gottschalk),mercy_gottschalk,Louis Moreau Gottschalk (1854),7.7.7.7,56513 32111 171,A♭ Major,,Public Domain,830,https://hymnary.org/media/fetch/80338,https://hymnary.org/media/fetch/180344,https://hymnary.org/media/fetch/80339,https://hymnary.org/tune/mercy_gottschalk
Holy Spirit Truth,"Holy Spirit, Truth Divine",10,NUN DANKET ALL (Crüger 16512),nun_danket_all_cruger_16512,Louis Bourgeois,8.6.8.6,16512 33235 43215,F Major/F Major or modal,,Public Domain,316,https://hymnary.org/media/fetch/80881,https://hymnary.org/media/fetch/199022,https://hymnary.org/media/fetch/80882,https://hymnary.org/tune/nun_danket_all_cruger_16512
Holy Spirit Truth,"Holy Spirit, Truth Divine",10,FOREST GREEN,forest_green_english,,8.6.8.6 D,51112 32345 34312,F Major,,Public Domain,291,https://hymnary.org/media/fetch/80386,https://hymnary.org/media/fetch/222178,https://hymnary.org/media/fetch/80387,https://hymnary.org/tune/forest_green_english
Holy Spirit Truth,"Holy Spirit, Truth Divine",10,ALETTA,aletta_bradbury,William B. Bradbury (1860),7.7.7.7,35122 21233 51222,F Major,,Public Domain,257,https://hymnary.org/media/fetch/80348,https://hymnary.org/media/fetch/180346,https://hymnary.org/media/fetch/80349,https://hymnary.org/tune/aletta_bradbury
Holy Spirit Truth,"Holy Spirit, Truth Divine",10,ORIENTIS PARTIBUS,orientis_partibus_corbeil,"Pierre, de Corbeil (1853)",7.7.7.7,12312 71556 34553,F Major,,Public Domain,254,https://hymnary.org/media/fetch/83048,https://hymnary.org/media/fetch/199021,https://hymnary.org/media/fetch/83049,https://hymnary.org/tune/orientis_partibus_corbeil
Holy Holy Holy,"Holy, Holy, Holy",10,BUNESSAN,bunessan,,5.5.5.4 D,13512 76565 12356,C Major,Scotland,Public Domain,278,https://hymnary.org/media/fetch/80190,https://hymnary.org/media/fetch/198976,https://hymnary.org/media/fetch/80191,https://hymnary.org/tune/bunessan
Holy Holy Holy,"Holy, Holy, Holy",10,PUER NOBIS NASCITUR,puer_nobis_nascitur_praetorius,,8.8.8.8,11234 32115 55671,D Major,Germany,Public Domain,239,https://hymnary.org/media/fetch/81997,https://hymnary.org/media/fetch/222210,https://hymnary.org/media/fetch/81998,https://hymnary.org/tune/puer_nobis_nascitur_praetorius
Holy Holy Holy,"Holy, Holy, Holy",10,MORNING SONG (Dare),morning_song_dare,,8.6.8.6,51234 32175 51234,f minor,United States,Public Domain,192,https://hymnary.org/media/fetch/81027,https://hymnary.org/media/fetch/199027,https://hymnary.org/media/fetch/81028,https://hymnary.org/tune/morning_song_dare
Holy Holy Holy,"Holy, Holy, Holy",10,VENI CREATOR SPIRITUS (Plainsong),veni_creator_spiritus_plainsong,,8.8.8.8,56545 65122 11561,A♭ Major/f minor or modal,,Public Domain,164,https://hymnary.org/media/fetch/83823,https://hymnary.org/media/fetch/222796,https://hymnary.org/media/fetch/83824,https://hymnary.org/tune/veni_creator_spiritus_plainsong
Holy Holy Holy,"Holy, Holy, Holy",10,W ZLOBIE LEZY,w_zlobie_lezy,,8.7.8.7.8.8.7.7,55117 12234 54321,A Major,Poland,Public Domain,127,https://hymnary.org/media/fetch/99103,https://hymnary.org/media/fetch/222214,https://hymnary.org/media/fetch/96071,https://hymnary.org/tune/w_zlobie_lezy
HowBrightly Beams,How Brightly Beams the Morning Star,10,STILLE NACHT,stille_nacht_gruber,,6.6.8.8.6.6,56535 65322 77115,B♭ Major,,Public Domain,767,https://hymnary.org/media/fetch/80208,https://hymnary.org/media/fetch/222391,https://hymnary.org/media/fetch/80209,https://hymnary.org/tune/stille_nacht_gruber
HowBrightly Beams,How Brightly Beams the Morning Star,10,FEDERAL STREET,federal_street_oliver,Henry K. Oliver (1832),8.8.8.8,33343 55434 44334,F Major,,Public Domain,704,https://hymnary.org/media/fetch/80630,https://hymnary.org/media/fetch/222053,https://hymnary.org/media/fetch/80631,https://hymnary.org/tune/federal_street_oliver
HowBrightly Beams,How Brightly Beams the Morning Star,10,TRURO (Williams),truro_williams,Charles Burney,8.8.8.8,13455 67151 54321,C Major/E♭ Major,,Public Domain,574,https://hymnary.org/media/fetch/82648,https://hymnary.org/media/fetch/222380,https://hymnary.org/media/fetch/82649,https://hymnary.org/tune/truro_williams
HowBrightly Beams,How Brightly Beams the Morning Star,10,WIE SCHÖN LEUCHTET,wie_schon_leuchtet_nicolai,Philipp Nicolai (1599),8.8.7.8.8.7.4.8.4.8,15315 66556 71766,D Major,,Public Domain,397,https://hymnary.org/media/fetch/82430,https://hymnary.org/media/fetch/222190,https://hymnary.org/media/fetch/82431,https://hymnary.org/tune/wie_schon_leuchtet_nicolai
HowBrightly Beams,How Brightly Beams the Morning Star,10,WACHET AUF (Nicolai),wachet_auf_nicolai,Philipp Nicolai (1599),8.9.8.8.9.8.6.6.4.8.8,13555 56551 51232,C Major,,Public Domain,369,https://hymnary.org/media/fetch/81597,https://hymnary.org/media/fetch/222272,https://hymnary.org/media/fetch/81598,https://hymnary.org/tune/wachet_auf_nicolai
HowFrm Foundation,How Firm A Foundation,10,FOUNDATION (American),foundation_american,Anonymous,11.11.11.11,56161 51131 35561,A♭ Major,United States,Public Domain,599,https://hymnary.org/media/fetch/80950,https://hymnary.org/media/fetch/84924,https://hymnary.org/media/fetch/80951,https://hymnary.org/tune/foundation_american
HowFrm Foundation,How Firm A Foundation,10,ST. DENIO,st_denio,,11.11.11.11,16427 51332 11642,A♭ Major,Wales,Public Domain,283,https://hymnary.org/media/fetch/80050,https://hymnary.org/media/fetch/222450,https://hymnary.org/media/fetch/80051,https://hymnary.org/tune/st_denio
HowFrm Foundation,How Firm A Foundation,10,MY JESUS I LOVE THEE (English),my_jesus_i_love_thee_english,,Irregular,51135 56543 45122,B♭ Major,,Public Domain,43,https://hymnary.org/media/fetch/106861,https://hymnary.org/media/fetch/182016,https://hymnary.org/media/fetch/106863,https://hymnary.org/tune/my_jesus_i_love_thee_english
